song,start,instrument,set
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5027400,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5115600,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5203800,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5292000,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5380200,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5468400,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5556600,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5644800,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5733000,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5821200,violin,train
data/train/violin_solo_train_N. Paganini Caprice no. 5 Sumina Studer.wav,5909400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,0,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,88200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,176400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,264600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,352800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,441000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,529200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,617400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,705600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,793800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,882000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,970200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1058400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1146600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1234800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1323000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1411200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1499400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1587600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1675800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1764000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1852200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,1940400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2028600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2116800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2205000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2293200,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2381400,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2469600,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2557800,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2646000,violin,train
data/train/violin_solo_train_Kayser Violin Etudes No. 1 카이저 바이올린 에튀드 1번 @보찬TV.wav,2734200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,0,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,88200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,176400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,264600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,352800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,441000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,529200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,617400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,705600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,793800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,882000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,970200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1058400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1146600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1234800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1323000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1411200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1499400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1587600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1675800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1764000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1852200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,1940400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2028600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2116800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2205000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2293200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2381400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2469600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2557800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2646000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2734200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2822400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2910600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,2998800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3087000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3175200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3263400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3351600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3439800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3528000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3616200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3704400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3792600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3880800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,3969000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4057200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4145400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4233600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4321800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4410000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4498200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4586400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4674600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4762800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4851000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,4939200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5027400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5115600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5203800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5292000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5380200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5468400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5556600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5644800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5733000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5821200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5909400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,5997600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6085800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6174000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6262200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6350400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6438600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6526800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6615000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6703200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6791400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6879600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,6967800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7056000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7144200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7232400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7320600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7408800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7497000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7585200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7673400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7761600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7849800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,7938000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8026200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8114400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8202600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8290800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8379000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8467200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8555400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8643600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8731800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8820000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8908200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,8996400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9084600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9172800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9261000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9349200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9437400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9525600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9613800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9702000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9790200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9878400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,9966600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10054800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10143000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10231200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10319400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10407600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10495800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10584000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10672200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10760400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10848600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,10936800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11025000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11113200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11201400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11289600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11377800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11466000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11554200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11642400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11730600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11818800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11907000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,11995200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12083400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12171600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12259800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12348000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12436200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12524400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12612600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12700800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12789000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12877200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,12965400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13053600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13141800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13230000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13318200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13406400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13494600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13582800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13671000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13759200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13847400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,13935600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14023800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14112000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14200200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14288400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14376600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14464800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14553000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14641200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14729400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14817600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14905800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,14994000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15082200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15170400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15258600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15346800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15435000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15523200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15611400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15699600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15787800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15876000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,15964200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16052400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16140600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16228800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16317000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16405200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16493400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16581600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16669800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16758000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16846200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,16934400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17022600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17110800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17199000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17287200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17375400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17463600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17551800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17640000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17728200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17816400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17904600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,17992800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18081000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18169200,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18257400,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18345600,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18433800,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18522000,violin,train
data/train/violin_solo_train_Heinrich Wilhelm Ernst Study N°6 Die letzte Rose .wav,18610200,violin,train
